ID;TIME;NAME;TEXT;ROLE;HATE;TARGET;VERBAL_ABUSE;INTENTION;CONTEXT;DISAGREEMENT;TYPE_D
0;[11:30:03 AM]; <Coralie-Soutien-Victime>; bon julie t'arrete avec fatimah la cest toi la cochonne;victim_support;CAG;bully;NCG;DFN;NULL;;
1;[11:30:28 AM]; <Léo-Soutien-Harceleur>; Il se passe quoi ici ?;bully_support;NAG;NULL;NULL;OTH;NULL;;
2;[11:30:55 AM]; <Julie-Harceleur>; alors jvous bz tous;bully;OAG;victim/victim_support;OTH;ATK;NULL;;
3;[11:31:12 AM]; <Léo-Soutien-Harceleur>; Oh ça insulte mdrrrrr;bully_support;NAG;NULL;NULL;OTH;NULL;INTENTION;AMBIGUITY
4;[11:31:13 AM]; <Pierre-Soutien-Victime>; tu bz qui toi;victim_support;NAG;NULL;NULL;OTH;ATK;INTENTION;AMBIGUITY
5;[11:31:14 AM]; <Julie-Harceleur>; vous êtes tous mes putes;bully;OAG;victim/victim_support;OTH;ATK;NULL;VERBAL_ABUSE;AMBIGUITY
6;[11:31:21 AM]; <Fatimah-Victime>; c'est qui tous julie? jcomprends pas;victim;NAG;NULL;NULL;OTH;ATK;;
7;[11:31:34 AM]; <Coralie-Soutien-Victime>; mais gros lol cquoi ton pb va te pendre sal pute;victim_support;OAG;bully;OTH;DFN;ATK;;
8;[11:31:37 AM]; <Julie-Harceleur>; toi en particulier;bully;CAG;victim_support;OTH;ATK;OTH;;
9;[11:31:45 AM]; <Fatimah-Victime>; aaaaaaaaaah ouais,  moi et pourquoi ?;victim;NAG;NULL;NULL;OTH;ATK;;
10;[11:31:50 AM]; <Léo-Soutien-Harceleur>; Ayouuuuu;bully_support;NAG;NULL;NULL;NULL;NULL;;
11;[11:31:56 AM]; <Coralie-Soutien-Victime>; julie ftg;victim_support;OAG;bully;OTH;DFN;ATK;;
12;[11:31:58 AM]; <Julie-Harceleur>; prcq tu chauffes tous les mecs;bully;NAG;NULL;NULL;GSL;OTH;"HATE
INTENTION
CONTEXT";"SUBJECTIVITY
AMBIGUITY
SLOPPY"
13;[11:32:02 AM]; <Fatimah-Victime>; vasi Leo calme toi laisse julie parler;victim;NAG;NULL;NULL;OTH;NULL;;
14;[11:32:13 AM]; <Pierre-Soutien-Victime>; tu va te detendre julie;victim_support;NAG;NULL;NULL;DFN;GSL;INTENTION;SLOPPY
15;[11:32:13 AM]; <Fatimah-Victime>; quelle sexplique;victim;NAG;NULL;NULL;OTH;NULL;CONTEXT;AMBIGUITY
16;[11:32:15 AM]; <Pauline-Conciliateur>; Ca sert a rien de se prendre la tête franchement;conciliator;NAG;NULL;NULL;CR;NULL;;
17;[11:32:32 AM]; <Léo-Soutien-Harceleur>; Bah scuse moi j'trouve ça marrant à peine on arrive y'a embrouille mdrrrrrr C'est toi laisse la parler wsh;bully_support;NAG;NULL;NULL;OTH;OTH;"HATE
INTENTION";"SLOPPY
SUBJECTIVITY"
18;[11:32:55 AM]; <Pierre-Soutien-Victime>; a quelle moment c'est drole d'insulte les gens;victim_support;NAG;NULL;NULL;CNS;OTH;INTENTION;AMBIGUITY
19;[11:32:58 AM]; <Fatimah-Victime>; ah ouais,  toi on insulte,  et tut trouves ça marrant;victim;NAG;NULL;NULL;CNS;OTH;INTENTION;AMBIGUITY
20;[11:33:02 AM]; <Coralie-Soutien-Victime>; clairement;victim_support;NAG;NULL;NULL;EMP;CNS;;
21;[11:33:08 AM]; <Pauline-Conciliateur>; c'est pas grave d'avoir des complexes d'infériorité :);conciliator;CAG;bully;OTH;DFN;NULL;INTENTION;AMBIGUITY
22;[11:33:13 AM]; <Coralie-Soutien-Victime>; vous croyez vous etes droles ? ;victim_support;NAG;NULL;NULL;OTH;NULL;INTENTION;SUBJECTIVITY
23;[11:33:28 AM]; <Julie-Harceleur>; oooooooh fatima retourne faire ton  ramadan a la con ça te fera pas de mal;bully;OAG;victim;DNG;ATK;CNS;CONTEXT;AMBIGUITY
24;[11:33:35 AM]; <Léo-Soutien-Harceleur>; Oof;bully_support;NAG;NULL;NULL;AIN;ATK;INTENTION;MISSING
25;[11:33:41 AM]; <Julie-Harceleur>; ça te menera peut être a la mort;bully;CAG;victim;OTH;ATK;NULL;CONTEXT;AMBIGUITY
26;[11:34:00 AM]; <Coralie-Soutien-Victime>; julie nva sucer tes grans mort;victim_support;OAG;bully;OTH;DFN;ATK;;
27;[11:34:00 AM]; <Fatimah-Victime>; aaaaaaaaaaaaaaaaaaaa ok,  c'est ça ton problème mais ptete que si toi aussi tu arreter de manger du porc tu serais moi aggressive!;victim;NAG;NULL;NULL;DFN;ATK;HATE;SUBJECTIVITY
28;[11:34:44 AM]; <Julie-Harceleur>; coralie je commence par les tiens;bully;CAG;victim_support;OTH;ATK;DFN;;
29;[11:34:45 AM]; <Coralie-Soutien-Victime>; krkrkr bien dit;victim_support;NAG;NULL;NULL;EMP;DFN;;
30;[11:34:57 AM]; <Pauline-Conciliateur>; Julie pourquoi tu lui fait ca ? c'est juste une question de jalousie ? tu as quel age sérieusement ?;conciliator;NAG;NULL;NULL;DFN;ATK;INTENTION;AMBIGUITY
31;[11:34:58 AM]; <Léo-Soutien-Harceleur>; Allez du fight là mdrrrr;bully_support;NAG;NULL;NULL;NULL;NULL;HATE;SUBJECTIVITY
32;[11:35:01 AM]; <Fatimah-Victime>; mais laisse les morts de Coralie-soutiend tranquil;victim;NAG;NULL;NULL;DFN;ATK;;
33;[11:35:18 AM]; <Coralie-Soutien-Victime>; c'est mes morts qui te sucent julie;victim_support;OAG;bully;OTH;DFN;ATK;;
34;[11:35:21 AM]; <Fatimah-Victime>; chépa,  la meuf se lache,  elle sait rien et elle crache vasi;victim;NAG;NULL;NULL;OTH;NULL;"HATE
INTENTION";"SUBJECTIVITY
SUBJECTIVITY"
35;[11:35:41 AM]; <Coralie-Soutien-Victime>; clairment;victim_support;NAG;NULL;NULL;EMP;OTH;;
36;[11:36:04 AM]; <Fatimah-Victime>; et clairement LeoSoutienduharc vaut pas mieux;victim;CAG;bully_support;DNG;DFN;NULL;;
37;[11:36:16 AM]; <Pierre-Soutien-Victime>; oui grave;victim_support;NAG;NULL;NULL;EMP;DFN;;
38;[11:36:17 AM]; <Coralie-Soutien-Victime>; j'espere un jour c'est les porcs qui te chieront dessus;victim_support;CAG;bully;OTH;DFN;NULL;HATE;SUBJECTIVITY
39;[11:36:22 AM]; <Julie-Harceleur>; bon fatima retourne dans ton pays et casse pas les couilles;bully;OAG;victim;OTH;GSL;NULL;;
40;[11:36:23 AM]; <Coralie-Soutien-Victime>; julie;victim_support;NAG;NULL;NULL;OTH;GSL;;
41;[11:36:31 AM]; <Fatimah-Victime>; quel pays;victim;NAG;NULL;NULL;OTH;GSL;;
42;[11:36:41 AM]; <Léo-Soutien-Harceleur>; Ah mdr m'embrouille pas par contre mdr moi j'suis là j'bouffe du pop corn je fais rien d'autre ;bully_support;NAG;NULL;NULL;GSL;DFN;INTENTION;AMBIGUITY
43;[11:36:43 AM]; <Fatimah-Victime>; ouèch chuis plus française que toi;victim;CAG;bully;DNG;DFN;GSL;INTENTION;SLOPPY
44;[11:36:45 AM]; <Pierre-Soutien-Victime>; elle est en france frr;victim_support;NAG;NULL;NULL;OTH;GSL;;
45;[11:36:46 AM]; <Julie-Harceleur>; paul t'es ou frrr;bully;NAG;NULL;NULL;OTH;NULL;;
48;[11:37:19 AM]; <Julie-Harceleur>; retourne en algerie;bully;CAG;victim;OTH;GSL;DFN;"INTENTION
CONTEXT";"AMBIGUITY
SLOPPY"
49;[11:37:24 AM]; <Fatimah-Victime>; tumfais vomir LeoSoutienduharc;victim;OAG;bully_support;OTH;DFN;GSL;;
51;[11:37:36 AM]; <Coralie-Soutien-Victime>; et toi retourne en enfer sal epute de julie ;victim_support;OAG;bully;OTH;DFN;ATK;;
52;[11:37:41 AM]; <Julie-Harceleur>; frere tas vu ta main tu t'es tatoué avec de la lmerde;bully;OAG;victim;DNG;ATK;NULL;;
53;[11:37:48 AM]; <Fatimah-Victime>; julie mais retourne dans ta campagne a baiser les chèvre bouzeuse;victim;OAG;bully;OTH;DFN;ATK;;
54;[11:37:57 AM]; <Pauline-Conciliateur>; pauvre chevre;conciliator;NAG;NULL;NULL;OTH;DFN;CONTEXT;SLOPPY
55;[11:38:31 AM]; <Léo-Soutien-Harceleur>; Fatimah-Victime bah c'est àa dégueule au lieu d'causer là;bully_support;CAG;victim;OTH;GSL;DFN;INTENTION;AMBIGUITY
56;[11:38:33 AM]; <Fatimah-Victime>; en fait t'es juste trop jalouse;victim;NAG;NULL;NULL;DFN;ATK;HATE;SUBJECTIVITY
58;[11:38:49 AM]; <Coralie-Soutien-Victime>; c'est magnifique,  dommage que tu sois jalouse de fatimah ;victim_support;NAG;NULL;NULL;EMP;DFN;;
60;[11:39:00 AM]; <Julie-Harceleur>; jalouse de tya peau mi jaune mi marron;bully;CAG;victim;DNG;ATK;DFN;;
61;[11:39:01 AM]; <Pierre-Soutien-Victime>; mais cest une sale jalouse elle a rien a faire de sa vie et ta peau blanche a toi;victim_support;CAG;bully;DNG;EMP;DFN;VERBAL_ABUSE;SUBJECTIVITY
62;[11:39:23 AM]; <Fatimah-Victime>; ben ouais,  jcrois qu't'es jalouse de ma peau;victim;NAG;NULL;NULL;DFN;ATK;HATE;SUBJECTIVITY
63;[11:39:27 AM]; <Julie-Harceleur>; jalouse de quoi mon pote tu me dégoute;bully;OAG;victim;DNG;ATK;DFN;;
64;[11:39:27 AM]; <Pauline-Conciliateur>; elle manque peut etre juste d'amour non ? tu veux un calin ?;conciliator;NAG;NULL;NULL;OTH;NULL;CONTEXT;AMBIGUITY
66;[11:39:34 AM]; <Coralie-Soutien-Victime>; t'es blanche comme un cul tyu crois t'es mieux julie ?;victim_support;OAG;bully;DNG;DFN;ATK;VERBAL_ABUSE;SUBJECTIVITY
67;[11:39:38 AM]; <Fatimah-Victime>; normal quand on voit la tienne, toute blanche (euh pardon rouge sous le soleil)j'aurai honte moi;victim;CAG;bully;DNG;DFN;ATK;;
68;[11:39:51 AM]; <Coralie-Soutien-Victime>; Eh vzy 1v1 demain julie jv bz;victim_support;OAG;bully;THR;DFN;ATK;CONTEXT;AMBIGUITY
69;[11:39:55 AM]; <Fatimah-Victime>; une vraie babtou;victim;OAG;bully;NCG;DFN;ATK;CONTEXT;AMBIGUITY
70;[11:40:00 AM]; <Julie-Harceleur>; coralie tes de quelle couleur toi lol;bully;NAG;NULL;NULL;ATK;NULL;HATE;SUBJECTIVITY
71;[11:40:07 AM]; <Pauline-Conciliateur>; ridiculus;conciliator;NAG;NULL;NULL;OTH;ATK;CONTEXT;SLOPPY
72;[11:40:13 AM]; <Coralie-Soutien-Victime>; moi jsuis noire c'est encore mieux;victim_support;NAG;NULL;NULL;OTH;ATK;;
73;[11:40:29 AM]; <Fatimah-Victime>; prends ça julie;victim;NAG;NULL;NULL;EMP;DFN;"INTENTION
CONTEXT";"AMBIGUITY
SLOPPY"
74;[11:40:32 AM]; <Julie-Harceleur>; comme la femme qui lave mes chiottes;bully;CAG;victim_support;DNG;ATK;OTH;;
75;[11:40:50 AM]; <Fatimah-Victime>; tu confinds avec ta reum la;victim;CAG;bully;OTH;DFN;ATK;;
76;[11:40:56 AM]; <Léo-Soutien-Harceleur>; Vazy Fatimah avec ton henné là on croirait tu t'es doigtée qd t'avais tes règles srx;bully_support;OAG;victim;DNG;ATK;NULL;;
78;[11:41:03 AM]; <Fatimah-Victime>; tu confonds avec ta reum la;victim;CAG;bully;OTH;DFN;ATK;;
79;[11:41:06 AM]; <Léo-Soutien-Harceleur>; Ca fait dégueulasse;bully_support;OAG;victim;DNG;ATK;ATK;HATE;SUBJECTIVITY
80;[11:41:23 AM]; <Fatimah-Victime>; Leo parle pas de ceque tu connais pas puceau;victim;OAG;bully_support;NCG;DFN;ATK;;
82;[11:41:43 AM]; <Julie-Harceleur>; le traite pas de puceau y ta bz dans les chiotte;bully;OAG;victim;OTH;ATK;DFN;;
83;[11:41:47 AM]; <Coralie-Soutien-Victime>; va doigter ta mere toi ;victim_support;OAG;bully;OTH;DFN;ATK;;
84;[11:41:59 AM]; <Julie-Harceleur>; comme la moitié des mecs;bully;CAG;victim;DNG;ATK;ATK;"VERBAL_ABUSE
CONTEXT";"SUBJECTIVITY
SLOPPY"
85;[11:42:02 AM]; <Pauline-Conciliateur>; laissez les daronnes tranquilles svp;conciliator;NAG;NULL;NULL;CR;NULL;"INTENTION
CONTEXT";"SLOPPY
AMBIGUITY"
86;[11:42:11 AM]; <Coralie-Soutien-Victime>; va doigter ta mere toi ;victim_support;OAG;bully;OTH;DFN;ATK;INTENTION;SLOPPY
87;[11:42:16 AM]; <Julie-Harceleur>; tu respect même pas ta relion t'es une szlope;bully;OAG;victim;DNG;GSL;NULL;"VERBAL_ABUSE
INTENTION";"AMBIGUITY
AMBIGUITY"
89;[11:42:35 AM]; <Coralie-Soutien-Victime>; tu la connais meme pas sale pute;victim_support;OAG;bully;NCG;DFN;GSL;;
90;[11:42:40 AM]; <Léo-Soutien-Harceleur>; Tkt même pas que j'm'y connais et les meufs comme toi ça dégage, j'touche pas aux choses sales;bully_support;CAG;victim;DNG;ATK;DFN;;
92;[11:42:47 AM]; <Pierre-Soutien-Victime>; tu connais rien et tu parle de religion;victim_support;NAG;NULL;NULL;DFN;ATK;INTENTION;AMBIGUITY
93;[11:42:55 AM]; <Coralie-Soutien-Victime>; bien fait xD c'est toi tes sale jsuis sure qtu suces  la chatte de ta mere ;victim_support;OAG;bully_support;OTH;DFN;ATK;;
94;[11:43:55 AM]; <Julie-Harceleur>; écoute moi bien billi boy la dernière fois qu'un mec m'a dit ça il habitait en face d'un cimetière, maintenant il habit(e en face de chez lui;bully;CAG;victim_support;THR;ATK;DFN;;
95;[11:43:55 AM]; <Fatimah-Victime>; devant ton père;victim;CAG;bully_support;OTH;DFN;ATK;;
96;[11:44:06 AM]; <Pauline-Conciliateur>; XD;conciliator;NAG;NULL;NULL;OTH;NULL;INTENTION;SLOPPY
97;[11:44:09 AM]; <Léo-Soutien-Harceleur>; En vrai j'dis pas mais julie elle a grv raison,  en fait tu caches bien ton jeu Fatimah;bully_support;NAG;NULL;NULL;GSL;NULL;INTENTION;AMBIGUITY
98;[11:44:11 AM]; <Pauline-Conciliateur>; EXCELLENT pepite;conciliator;NAG;NULL;NULL;NULL;NULL;;
99;[11:44:16 AM]; <Fatimah-Victime>; julie la fausse punchline;victim;NAG;NULL;NULL;DFN;ATK;HATE;SUBJECTIVITY
100;[11:44:25 AM]; <Coralie-Soutien-Victime>; tu ft pitié julie;victim_support;OAG;bully;DNG;DFN;ATK;HATE;SUBJECTIVITY
101;[11:44:27 AM]; <Léo-Soutien-Harceleur>; Tu fais genre t'es religieuse et tt mais les meufs comme vous on sait ce que ça fait en planque après les cours;bully_support;CAG;victim;DNG;GSL;NULL;"VERBAL_ABUSE
INTENTION";"SLOPPY
AMBIGUITY"
102;[11:44:52 AM]; <Fatimah-Victime>; mais c'est vous qui avez un pb avec la religion;victim;NAG;NULL;NULL;DFN;ATK;;
103;[11:44:54 AM]; <Pierre-Soutien-Victime>; tu fait pitié;victim_support;OAG;bully_support;DNG;DFN;GSL;HATE;SUBJECTIVITY
104;[11:45:01 AM]; <Coralie-Soutien-Victime>; qu'es ce que t'y connais toi;victim_support;NAG;NULL;NULL;OTH;GSL;INTENTION;AMBIGUITY
105;[11:45:02 AM]; <Fatimah-Victime>; c'est toi qu'en parle tout le temps moi juste, jvis ma vie;victim;NAG;NULL;NULL;CNS;GSL;INTENTION;AMBIGUITY
106;[11:45:25 AM]; <Coralie-Soutien-Victime>; les religieux sont bien plus eduqués que vous déja ;victim_support;NAG;NULL;NULL;OTH;GSL;INTENTION;AMBIGUITY
107;[11:45:27 AM]; <Fatimah-Victime>; ouais vzy, explique toi;victim;NAG;NULL;NULL;EMP;DFN;;
108;[11:45:34 AM]; <Pierre-Soutien-Victime>; grave;victim_support;NAG;NULL;NULL;EMP;DFN;;
109;[11:45:39 AM]; <Léo-Soutien-Harceleur>; Bah retourne faire ta vie en Algérie stp;bully_support;CAG;victim;OTH;GSL;EMP;CONTEXT;AMBIGUITY
110;[11:45:40 AM]; <Fatimah-Victime>; dite nous julie et LeoSoutienduharc ;victim;NAG;NULL;NULL;OTH;NULL;;
111;[11:45:43 AM]; <Coralie-Soutien-Victime>; eux ils sucent pas des grosses bites a longueur de journee;victim_support;OAG;bully/bully_support;OTH;DFN;NULL;CONTEXT;AMBIGUITY
112;[11:46:00 AM]; <Pauline-Conciliateur>; chacun vis comme il a envie t'as pas a te mele de ce quil fait c'est juste nul et puérile en fait;conciliator;NAG;NULL;NULL;CR;NULL;INTENTION;SLOPPY
113;[11:46:20 AM]; <Julie-Harceleur>; cool;bully;NAG;NULL;NULL;OTH;CR;CONTEXT;AMBIGUITY
121;[11:47:07 AM]; <Coralie-Soutien-Victime>; assume enft;victim_support;NAG;NULL;NULL;OTH;OTH;CONTEXT;AMBIGUITY
122;[11:47:07 AM]; <Julie-Harceleur>; ta grosse mere la pute je vais tenculer dans ton berceau tume connaispas moi;bully;OAG;victim_support;THR;ATK;OTH;CONTEXT;AMBIGUITY
123;[11:47:20 AM]; <Fatimah-Victime>; grosse gamine ouèch;victim;CAG;bully;DNG;DFN;ATK;HATE;SUBJECTIVITY
125;[11:47:24 AM]; <Julie-Harceleur>; jsuuis une folle moi;bully;CAG;victim_support;THR;OTH;NULL;;
126;[11:47:29 AM]; <Léo-Soutien-Harceleur>; mdrrrrrrrrrrrrrrr;bully_support;NAG;NULL;NULL;OTH;NULL;;
127;[11:47:40 AM]; <Coralie-Soutien-Victime>; ohhhh viens essaie mon cul il s'ouvre pas pour toi dsl;victim_support;NAG;NULL;NULL;DFN;ATK;HATE;SLOPPY
129;[11:47:43 AM]; <Fatimah-Victime>; la meuf se lache,  elle crois quoi;victim;NAG;NULL;NULL;DFN;ATK;CONTEXT;SLOPPY
131;[11:48:05 AM]; <Julie-Harceleur>; MOI JVOUS BZ MOI;bully;OAG;victim/victim_support;OTH;ATK;NULL;;
133;[11:48:08 AM]; <Julie-Harceleur>; JSUIS UBNE FOLLE MOI TA MERE LA PUTEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE;bully;OAG;victim;OTH;ATK;DFN;CONTEXT;AMBIGUITY
134;[11:48:18 AM]; <Pierre-Soutien-Victime>; tu va rien faire sale folle;victim_support;OAG;bully;DNG;DFN;ATK;"HATE
VERBAL_ABUSE";"SUBJECTIVITY
AMBIGUITY"
135;[11:48:18 AM]; <Léo-Soutien-Harceleur>; Bahahaha elle me fume cette meuf xD;bully_support;NAG;NULL;NULL;OTH;NULL;CONTEXT;AMBIGUITY
136;[11:48:25 AM]; <Coralie-Soutien-Victime>; on sais qtes folle sale pute;victim_support;OAG;bully;OTH;DFN;ATK;VERBAL_ABUSE;SLOPPY
141;[11:49:04 AM]; <Coralie-Soutien-Victime>; bon allez julie et leo retournez chez vos meres et laissez fatimah tranquille, merci;victim_support;NAG;NULL;NULL;DFN;NULL;INTENTION;SLOPPY
142;[11:49:28 AM]; <Pierre-Soutien-Victime>; aller by;victim_support;NAG;NULL;NULL;OTH;NULL;;
143;[11:49:36 AM]; <Julie-Harceleur>; fatima je  la fait cuire en bropchette;bully;CAG;victim;THR;ATK;NULL;;
144;[11:49:40 AM]; <Léo-Soutien-Harceleur>; Et Fatimah-Victime elle retourne dans son harem c'est ça ?;bully_support;CAG;victim;DNG;GSL;NULL;INTENTION;AMBIGUITY
147;[11:49:52 AM]; <Coralie-Soutien-Victime>; non elle reste en france ;victim_support;NAG;NULL;NULL;DFN;GSL;;
149;[11:49:56 AM]; <Fatimah-Victime>; va tfaire cuire le cul julie;victim;OAG;bully;OTH;DFN;ATK;;
161;[11:52:26 AM]; <Coralie-Soutien-Victime>; QUI VOTE POUR TUER JULIE ;victim_support;OAG;bully;OTH;DFN;NULL;HATE;SUBJECTIVITY
162;[11:52:26 AM]; <Fatimah-Victime>; (y) ;victim;CAG;bully;OTH;OTH;DFN;INTENTION;AMBIGUITY
